Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Action Unit 01 - Inner Brow Raiser,Action Unit 02 - Outer Brow Raiser,Action Unit 04 - Brow Lowerer,Action Unit 05 - Upper Lid Raiser,Action Unit 06 - Cheek Raiser,Action Unit 07 - Lid Tightener,Action Unit 09 - Nose Wrinkler,Action Unit 10 - Upper Lip Raiser,Action Unit 12 - Lip Corner Puller,Action Unit 14 - Dimpler,Action Unit 15 - Lip Corner Depressor,Action Unit 17 - Chin Raiser,Action Unit 18 - Lip Puckerer,Action Unit 20 - Lip Stretcher,Action Unit 23 - Lip Tightener,Action Unit 24 - Lip Pressor,Action Unit 25 - Lips Part,Action Unit 26 - Jaw Drop,Action Unit 27 - Mouth Stretch,Action Unit 43 - Eyes Closed,Stimulus,Event Marker,Interest,Boredom,Confusion
00:28.6,0.5343792,0.03517147,0.1291684,0.007132337,0.2325645,0.01619578,0.009166704,-0.09399696,0.8352415,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3399046,0,0
00:28.6,0.5384388,0.03535613,0.1282252,0.007183185,0.2274237,0.01609555,0.009323551,-0.09286906,0.8364637,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3410698,0,0
00:28.7,0.5422623,0.03548275,0.1274421,0.00724618,0.2225206,0.01599786,0.009459855,-0.09195931,0.8379048,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.342378,0,0
00:28.7,0.5461606,0.03557812,0.1263485,0.007358095,0.2179241,0.015933,0.009619023,-0.09077033,0.8394948,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3374775,0,0
00:28.7,0.5496078,0.03566189,0.1256028,0.007466318,0.213396,0.0159284,0.009792979,-0.08994092,0.841177,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3390317,0,0
00:28.8,0.5526186,0.03572106,0.1248129,0.007567339,0.2090919,0.01595667,0.009960797,-0.08909179,0.8417776,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3416261,0,0
00:28.8,0.5556557,0.03577946,0.1240725,0.007691969,0.2049033,0.01600805,0.01011749,-0.08829299,0.8426692,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3442179,0,0
00:28.8,0.5588974,0.0357988,0.1233483,0.007803917,0.2007292,0.0160691,0.01026825,-0.08754955,0.8437655,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3468174,0,0
00:28.9,0.561335,0.0358462,0.1222987,0.007936396,0.1973937,0.01610412,0.01041143,-0.08645253,0.8450075,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.349435,0,0
00:28.9,0.5634746,0.03600699,0.1214056,0.008056567,0.1942054,0.01615389,0.01057763,-0.08539863,0.8463364,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3520777,0,0
00:28.9,0.5651706,0.03604584,0.1209692,0.008193132,0.1910701,0.01619338,0.01072788,-0.08492333,0.8477184,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3547513,0,0
00:29.0,0.5666872,0.03618782,0.1206507,0.008328332,0.1883117,0.01613365,0.01083631,-0.08446286,0.849124,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3574565,0,0
00:29.0,0.5677421,0.0362565,0.1202996,0.008501318,0.185971,0.01608651,0.01094149,-0.08404306,0.8505306,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3601935,0,0
00:29.0,0.56884,0.03639706,0.1201545,0.008674516,0.1835889,0.01600222,0.01101163,-0.08375745,0.851914,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3629635,0,0
00:29.1,0.5699236,0.03655837,0.1201371,0.008823634,0.181323,0.01586064,0.01105425,-0.08357871,0.8521314,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3656282,0,0
00:29.1,0.5709999,0.03654439,0.1205719,0.008996594,0.1790002,0.01572732,0.01110608,-0.08402756,0.8521314,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3681962,0,0
00:29.1,0.571984,0.03655777,0.1211956,0.009209082,0.176866,0.01556743,0.01114872,-0.08463784,0.8521008,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3708067,0,0
00:29.2,0.5728571,0.03646967,0.1218704,0.009427831,0.1750506,0.0154119,0.0111873,-0.0854007,0.852095,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3734597,0,0
00:29.2,0.5733127,0.03630225,0.1227073,0.00968065,0.173619,0.01527005,0.0112252,-0.08640504,0.852095,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3761518,0,0
00:29.2,0.5738218,0.03608774,0.1235563,0.009885178,0.1721426,0.01516974,0.01126407,-0.08746852,0.8525575,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3788808,0,0
00:29.3,0.5742202,0.03590485,0.1244519,0.01006082,0.1706969,0.01506072,0.01128823,-0.08854702,0.8531596,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3816426,0,0
00:29.3,0.5746924,0.03572484,0.1253065,0.01025182,0.1692273,0.01494725,0.01131148,-0.08958168,0.85386,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3844335,0,0
00:29.3,0.5753528,0.03559933,0.1257729,0.01039232,0.1678406,0.01484143,0.01134594,-0.0901736,0.8546289,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3872477,0,0
00:29.4,0.5760874,0.03555301,0.1263677,0.01056054,0.1664118,0.01472144,0.01137099,-0.09081465,0.8546289,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3899422,0,0
00:29.4,0.5768603,0.03550101,0.1271331,0.01072464,0.1648843,0.01460798,0.01140055,-0.09163208,0.8546199,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3926594,0,0
00:29.4,0.5771948,0.0352934,0.1297438,0.01071421,0.1629254,0.01436432,0.01133427,-0.09445044,0.8544288,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3952556,0,0
00:29.5,0.5749234,0.03520124,0.1351475,0.0105299,0.1604941,0.01396852,0.01108752,-0.09994627,0.8536564,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3969786,0,0
00:29.5,0.5700803,0.03523872,0.1436809,0.01022112,0.1580286,0.013426,0.01075994,-0.1084421,0.8521307,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3973255,0,0
00:29.5,0.563484,0.0353151,0.1545201,0.009842737,0.1554094,0.01278967,0.01040473,-0.119205,0.8500825,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3969157,0,0
00:29.6,0.5562339,0.03544138,0.166021,0.009469618,0.152704,0.01214421,0.0100717,-0.1305797,0.8475424,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3956809,0,0
00:29.6,0.5493082,0.03545198,0.1767287,0.009128678,0.1501321,0.01156432,0.009804803,-0.1412767,0.8445397,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3936633,0,0
00:29.6,0.5433972,0.03541156,0.1858123,0.008841543,0.1477212,0.01110437,0.009622309,-0.1504007,0.8417062,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3917699,0,0
00:29.7,0.5380622,0.03535777,0.1931646,0.008610809,0.1454421,0.01079807,0.009516523,-0.1578069,0.839034,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3900214,0,0
00:29.7,0.533765,0.03533392,0.198597,0.008399574,0.143579,0.01057132,0.009436948,-0.1632631,0.8365163,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3884115,0,0
00:29.7,0.5302139,0.03525409,0.2026046,0.008260847,0.1418904,0.01042492,0.009394537,-0.1673505,0.8341445,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3870388,0,0
00:29.8,0.5272838,0.03512144,0.2054376,0.008189735,0.1403777,0.01037725,0.009406826,-0.1703162,0.8319126,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3858921,0,0
00:29.8,0.5256746,0.03494566,0.2070848,0.008172181,0.1390766,0.01036961,0.009420531,-0.1721392,0.8298137,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.384955,0,0
00:29.8,0.5236989,0.03470541,0.2090095,0.008208861,0.1375853,0.0104381,0.009474134,-0.1743041,0.8278401,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3842158,0,0
00:29.9,0.5224079,0.03442679,0.2105422,0.008370681,0.1359444,0.01055376,0.009549146,-0.1761155,0.8258934,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3835247,0,0
00:29.9,0.5215353,0.03408015,0.2122773,0.008573956,0.1344418,0.01067262,0.009627501,-0.1781972,0.8239731,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3828753,0,0
00:29.9,0.5209913,0.03367242,0.2144035,0.00879565,0.1327515,0.01082121,0.009713814,-0.1807311,0.8220785,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3822616,0,0
00:30.0,0.5220929,0.03322381,0.2156767,0.009047179,0.1311338,0.01097776,0.009800393,-0.1824529,0.8202089,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3816775,0,0
00:30.0,0.5231356,0.03276549,0.2164368,0.00927992,0.1295341,0.01114497,0.009891508,-0.1836713,0.8184565,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.381258,0,0
00:30.0,0.5248683,0.03227687,0.2161524,0.00959045,0.1283266,0.0113494,0.009988291,-0.1838755,0.8168161,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3809919,0,0
00:30.1,0.5271526,0.03184576,0.2154053,0.009964529,0.1271189,0.01152205,0.01007878,-0.1835595,0.8152815,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.38087,0,0
00:30.1,0.5295569,0.03138778,0.2138682,0.01045741,0.1260106,0.01169531,0.01017923,-0.1824805,0.8137544,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3807453,0,0
00:30.1,0.5321715,0.03091104,0.2117814,0.01095175,0.1250384,0.01193057,0.01029882,-0.1808703,0.812328,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3807559,0,0
00:30.2,0.5347001,0.0304102,0.209718,0.01144475,0.1243662,0.01219663,0.01040701,-0.1793078,0.8109976,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3807572,0,0
00:30.2,0.5373381,0.02990513,0.2072101,0.01192939,0.1244918,0.012427,0.0105053,-0.177305,0.8097581,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3807503,0,0
00:30.2,0.5398878,0.02939771,0.2048026,0.01236288,0.124265,0.01271658,0.01063217,-0.1754049,0.8085111,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3807365,0,0
00:30.3,0.5426442,0.02885156,0.2016525,0.01276371,0.1246041,0.01303864,0.01076076,-0.172801,0.8073508,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3807191,0,0
00:30.3,0.5457973,0.02836391,0.1982913,0.01312913,0.1247874,0.01330874,0.01087153,-0.1699274,0.8062732,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3808372,0,0
00:30.3,0.5488088,0.02788415,0.1952957,0.01348004,0.1248273,0.01356057,0.01098222,-0.1674116,0.8052739,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3810859,0,0
00:30.4,0.5513855,0.02740349,0.1932412,0.01380293,0.124324,0.01380621,0.01109231,-0.1658377,0.8043482,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3814578,0,0
00:30.4,0.5541772,0.02701456,0.1910923,0.0141017,0.1238339,0.01400168,0.01118789,-0.1640777,0.8034922,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3819449,0,0
00:30.4,0.557217,0.02668123,0.1887937,0.01434879,0.1233395,0.01417375,0.01128523,-0.1621124,0.8027023,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3825427,0,0
00:30.5,0.5599978,0.02632638,0.1867763,0.01449586,0.1228606,0.01434943,0.01138162,-0.1604499,0.801975,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3832447,0,0
00:30.5,0.5625451,0.02595896,0.185074,0.01459829,0.1220805,0.01452786,0.01148663,-0.159115,0.8012133,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3839063,0,0
00:30.5,0.5648284,0.02563531,0.183423,0.0147233,0.1213407,0.01468397,0.01157327,-0.1577877,0.8005126,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.38467,0,0
00:30.6,0.5670201,0.025299,0.1820851,0.01487335,0.1205984,0.01480695,0.01162477,-0.1567861,0.7998694,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3855311,0,0
00:30.6,0.5690147,0.02493355,0.1810246,0.0150521,0.1197594,0.0149001,0.01165209,-0.156091,0.79928,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3864859,0,0
00:30.6,0.5710884,0.02456485,0.1799468,0.01525719,0.1190208,0.01498271,0.01166291,-0.1553819,0.7987418,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.387531,0,0
00:30.7,0.5730095,0.02418757,0.1788867,0.01551184,0.1182881,0.01509695,0.01167713,-0.1546991,0.7982509,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3886617,0,0
00:30.7,0.5750874,0.0238351,0.1777304,0.01574644,0.117371,0.01521817,0.01169126,-0.1538953,0.7978048,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.382674,0,0
00:30.7,0.5770364,0.02347338,0.1767009,0.01600481,0.1163478,0.01530307,0.0116888,-0.1532276,0.7974151,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3772524,0,0
00:30.8,0.5788378,0.02314233,0.1758202,0.01626711,0.1152235,0.01539664,0.01168888,-0.1526778,0.7971,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3723555,0,0
00:30.8,0.58059,0.0228427,0.175138,0.01655058,0.1140699,0.01546601,0.01168785,-0.1522953,0.796762,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3678159,0,0
00:30.8,0.582128,0.02258382,0.1744635,0.01686563,0.1133403,0.01554597,0.01169187,-0.1518796,0.7964956,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3637389,0,0
00:30.9,0.5831853,0.02235078,0.1737535,0.01717192,0.1131585,0.01566239,0.01171503,-0.1514027,0.7961102,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3599654,0,0
00:30.9,0.5842634,0.02211822,0.1729888,0.01750634,0.1130851,0.01575126,0.01172619,-0.1508706,0.7957476,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3566013,0,0
00:30.9,0.5851961,0.0218809,0.1721745,0.01787216,0.1128346,0.01588894,0.0117589,-0.1502936,0.7954434,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3536171,0,0
00:31.0,0.5866638,0.02168406,0.1711063,0.01820424,0.1125473,0.0159972,0.01178938,-0.1494222,0.7951006,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3508648,0,0
00:31.0,0.5878017,0.0214683,0.1700689,0.01852878,0.1125187,0.01613819,0.01183574,-0.1486006,0.7947214,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.34845,0,0
00:31.0,0.5886768,0.02123136,0.1694116,0.0188494,0.1124506,0.01628278,0.01187493,-0.1481802,0.7944009,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3463492,0,0
00:31.1,0.5898505,0.02101629,0.1686184,0.01911699,0.1123718,0.01640637,0.01192118,-0.1476021,0.7941356,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3445391,0,0
00:31.1,0.590891,0.02080586,0.1679174,0.01931022,0.1123452,0.01653377,0.01196835,-0.1471115,0.7939213,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3429962,0,0
00:31.1,0.5919068,0.02060308,0.1674198,0.01946374,0.112133,0.01664616,0.01201841,-0.1468167,0.793662,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.341703,0,0
00:31.2,0.5930263,0.02040526,0.1669659,0.01951766,0.1115376,0.01675544,0.01208093,-0.1465606,0.7933597,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3405278,0,0
00:31.2,0.5940918,0.02020548,0.1664912,0.01950044,0.1109679,0.01683022,0.01214725,-0.1462857,0.7930168,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3394636,0,0
00:31.2,0.5951817,0.02004278,0.1661741,0.01943618,0.1102237,0.01685379,0.01221118,-0.1461314,0.7926354,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3386162,0,0
